,Author,Article_ID,publish_date,Day,Daily_Reads,content_types
1748,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,39,81,2
1749,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,40,49,2
1750,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,41,26,2
1751,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,42,10,2
1752,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,43,92,2
1753,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,44,24,2
1754,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,45,29,2
1755,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,46,52,2
1756,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,47,97,2
1757,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,48,100,2
1758,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,49,42,2
1759,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,50,67,2
1760,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,51,72,2
1761,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,52,63,2
1762,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,53,34,2
1763,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,54,76,2
1764,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,55,51,2
1765,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,56,86,2
1766,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,57,46,2
1767,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,58,53,2
1768,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,59,11,2
1769,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,60,64,2
1770,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,61,27,2
1771,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,62,67,2
1772,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,63,67,2
1773,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,64,5,2
1774,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,65,4,2
1775,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,66,29,2
1776,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,67,21,2
1777,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,68,49,2
1778,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,69,46,2
1779,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,70,2,2
1780,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,71,38,2
1781,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,72,88,2
1782,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,73,83,2
1783,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,74,36,2
1784,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,75,74,2
1785,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,76,30,2
1786,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,77,89,2
1787,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,78,33,2
1788,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,79,17,2
1789,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,80,67,2
1790,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,81,69,2
1791,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,82,19,2
1792,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,83,44,2
1793,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,84,7,2
1794,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,85,32,2
1795,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,86,30,2
1796,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,87,7,2
1797,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,88,51,2
1798,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,89,92,2
1799,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,90,70,2
1800,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,91,5,2
1801,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,92,69,2
1802,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,93,71,2
1803,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,94,30,2
1804,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,95,61,2
1805,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,96,86,2
1806,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,97,92,2
1807,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,98,45,2
1808,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,99,89,2
1809,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,100,62,2
1810,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,101,96,2
1811,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,102,68,2
1812,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,103,93,2
1813,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,104,27,2
1814,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,105,78,2
1815,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,106,64,2
1816,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,107,92,2
1817,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,108,9,2
1818,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,109,83,2
1819,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,110,50,2
1820,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,111,32,2
1821,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,112,91,2
1822,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,113,97,2
1823,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,114,33,2
1824,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,115,75,2
1825,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,116,54,2
1826,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,117,57,2
1827,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,118,69,2
1828,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,119,54,2
1829,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,120,17,2
1830,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,121,17,2
1831,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,122,10,2
1832,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,123,3,2
1833,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,124,58,2
1834,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,125,23,2
1835,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,126,60,2
1836,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,127,11,2
1837,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,128,59,2
1838,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,129,45,2
1839,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,130,63,2
1840,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,131,39,2
1841,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,132,70,2
1842,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,133,30,2
1843,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,134,60,2
1844,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,135,85,2
1845,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,136,68,2
1846,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,137,83,2
1847,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,138,84,2
1848,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,139,51,2
1849,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,140,25,2
1850,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,141,31,2
1851,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,142,61,2
1852,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,143,0,2
1853,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,144,46,2
1854,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,145,60,2
1855,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,146,71,2
1856,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,147,88,2
1857,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,148,26,2
1858,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,149,8,2
1859,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,150,17,2
1860,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,151,54,2
1861,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,152,81,2
1862,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,153,22,2
1863,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,154,78,2
1864,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,155,19,2
1865,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,156,95,2
1866,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,157,14,2
1867,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,158,62,2
1868,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,159,81,2
1869,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,160,1,2
1870,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,161,92,2
1871,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,162,15,2
1872,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,163,44,2
1873,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,164,33,2
1874,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,165,18,2
1875,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,166,46,2
1876,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,167,69,2
1877,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,168,96,2
1878,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,169,87,2
1879,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,170,35,2
1880,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,171,21,2
1881,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,172,98,2
1882,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,173,22,2
1883,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,174,10,2
1884,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,175,30,2
1885,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,176,96,2
1886,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,177,84,2
1887,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,178,80,2
1888,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,179,53,2
1889,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,180,33,2
1890,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,181,4,2
1891,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,182,95,2
1892,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,183,68,2
1893,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,184,45,2
1894,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,185,22,2
1895,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,186,52,2
1896,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,187,88,2
1897,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,188,96,2
1898,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,189,32,2
1899,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,190,82,2
1900,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,191,73,2
1901,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,192,73,2
1902,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,193,61,2
1903,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,194,26,2
1904,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,195,2,2
1905,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,196,33,2
1906,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,197,97,2
1907,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,198,51,2
1908,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,199,76,2
1909,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,200,87,2
1910,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,201,44,2
1911,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,202,94,2
1912,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,203,61,2
1913,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,204,19,2
1914,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,205,92,2
1915,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,206,24,2
1916,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,207,7,2
1917,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,208,61,2
1918,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,209,45,2
1919,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,210,27,2
1920,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,211,93,2
1921,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,212,33,2
1922,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,213,53,2
1923,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,214,38,2
1924,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,215,49,2
1925,Yolanda Vega,17d02770-d0b1-491b-bf81-64ba842c5baa,2022-11-02,216,4,2
1926,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,0,38,0
1927,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,1,77,0
1928,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,2,90,0
1929,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,3,78,0
1930,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,4,71,0
1931,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,5,7,0
1932,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,6,98,0
1933,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,7,33,0
1934,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,8,93,0
1935,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,9,68,0
1936,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,10,33,0
1937,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,11,96,0
1938,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,12,22,0
1939,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,13,97,0
1940,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,14,8,0
1941,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,15,62,0
1942,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,16,87,0
1943,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,17,65,0
1944,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,18,57,0
1945,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,19,96,0
1946,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,20,66,0
1947,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,21,68,0
1948,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,22,7,0
1949,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,23,10,0
1950,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,24,75,0
1951,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,25,42,0
1952,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,26,36,0
1953,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,27,31,0
1954,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,28,67,0
1955,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,29,89,0
1956,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,30,93,0
1957,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,31,96,0
1958,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,32,82,0
1959,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,33,64,0
1960,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,34,2,0
1961,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,35,65,0
1962,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,36,47,0
1963,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,37,9,0
1964,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,38,46,0
1965,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,39,20,0
1966,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,40,34,0
1967,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,41,93,0
1968,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,42,95,0
1969,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,43,28,0
1970,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,44,98,0
1971,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,45,67,0
1972,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,46,20,0
1973,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,47,35,0
1974,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,48,73,0
1975,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,49,9,0
1976,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,50,20,0
1977,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,51,78,0
1978,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,52,48,0
1979,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,53,26,0
1980,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,54,72,0
1981,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,55,40,0
1982,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,56,60,0
1983,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,57,74,0
1984,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,58,56,0
1985,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,59,67,0
1986,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,60,94,0
1987,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,61,51,0
1988,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,62,78,0
1989,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,63,12,0
1990,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,64,91,0
1991,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,65,18,0
1992,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,66,61,0
1993,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,67,11,0
1994,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,68,27,0
1995,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,69,78,0
1996,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,70,18,0
1997,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,71,62,0
1998,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,72,5,0
1999,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,73,89,0
2000,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,74,82,0
2001,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,75,86,0
2002,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,76,50,0
2003,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,77,12,0
2004,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,78,76,0
2005,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,79,6,0
2006,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,80,44,0
2007,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,81,51,0
2008,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,82,85,0
2009,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,83,21,0
2010,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,84,45,0
2011,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,85,14,0
2012,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,86,82,0
2013,Ryan Mcguire,3ee22e22-08f2-4020-ba84-4c8b97ea8a64,2022-12-10,87,20,0
